AC,Meth level,Gamma mew,Gamma sigma,Num sites,Type
8,0,3.02e-09,1.57e-11,181.0,Data
8,0,3.02e-09,1.57e-11,201.9496935866636,Theory
9,0,3.02e-09,1.57e-11,167.0,Data
9,0,3.02e-09,1.57e-11,165.85703385277125,Theory
10,0,3.02e-09,1.57e-11,148.0,Data
10,0,3.02e-09,1.57e-11,139.09048569685444,Theory
11,0,3.02e-09,1.57e-11,132.0,Data
11,0,3.02e-09,1.57e-11,117.26700287712414,Theory
12,0,3.02e-09,1.57e-11,91.0,Data
12,0,3.02e-09,1.57e-11,100.0394369125301,Theory
13,0,3.02e-09,1.57e-11,68.0,Data
13,0,3.02e-09,1.57e-11,89.10816621290205,Theory
14,0,3.02e-09,1.57e-11,84.0,Data
14,0,3.02e-09,1.57e-11,78.10433094892082,Theory
15,0,3.02e-09,1.57e-11,73.0,Data
15,0,3.02e-09,1.57e-11,69.47248162893057,Theory
16,0,3.02e-09,1.57e-11,65.0,Data
16,0,3.02e-09,1.57e-11,62.58932180416396,Theory
17,0,3.02e-09,1.57e-11,50.0,Data
17,0,3.02e-09,1.57e-11,55.40655401537962,Theory
18,0,3.02e-09,1.57e-11,40.0,Data
18,0,3.02e-09,1.57e-11,51.40531961343354,Theory
19,0,3.02e-09,1.57e-11,40.0,Data
19,0,3.02e-09,1.57e-11,46.48489776197982,Theory
20,0,3.02e-09,1.57e-11,50.0,Data
20,0,3.02e-09,1.57e-11,42.59093686914806,Theory
21,0,3.02e-09,1.57e-11,40.0,Data
21,0,3.02e-09,1.57e-11,39.009590519640234,Theory
22,0,3.02e-09,1.57e-11,30.0,Data
22,0,3.02e-09,1.57e-11,35.846588688817306,Theory
23,0,3.02e-09,1.57e-11,30.0,Data
23,0,3.02e-09,1.57e-11,33.494845336788984,Theory
24,0,3.02e-09,1.57e-11,30.0,Data
24,0,3.02e-09,1.57e-11,30.999807251653216,Theory
25,0,3.02e-09,1.57e-11,33.0,Data
25,0,3.02e-09,1.57e-11,28.571882051427753,Theory
26,0,3.02e-09,1.57e-11,29.0,Data
26,0,3.02e-09,1.57e-11,26.61273807342467,Theory
27,0,3.02e-09,1.57e-11,18.0,Data
27,0,3.02e-09,1.57e-11,24.987421115006125,Theory
28,0,3.02e-09,1.57e-11,28.0,Data
28,0,3.02e-09,1.57e-11,23.892003978154488,Theory
29,0,3.02e-09,1.57e-11,22.0,Data
29,0,3.02e-09,1.57e-11,21.815344868825985,Theory
30,0,3.02e-09,1.57e-11,19.0,Data
30,0,3.02e-09,1.57e-11,19.937794274565036,Theory
31,0,3.02e-09,1.57e-11,13.0,Data
31,0,3.02e-09,1.57e-11,19.37160545957608,Theory
32,0,3.02e-09,1.57e-11,20.0,Data
32,0,3.02e-09,1.57e-11,18.794209723420273,Theory
33,0,3.02e-09,1.57e-11,24.0,Data
33,0,3.02e-09,1.57e-11,17.708810793079774,Theory
34,0,3.02e-09,1.57e-11,14.0,Data
34,0,3.02e-09,1.57e-11,16.823110336945806,Theory
35,0,3.02e-09,1.57e-11,19.0,Data
35,0,3.02e-09,1.57e-11,14.934025258828237,Theory
36,0,3.02e-09,1.57e-11,20.0,Data
36,0,3.02e-09,1.57e-11,15.325020217812707,Theory
37,0,3.02e-09,1.57e-11,11.0,Data
37,0,3.02e-09,1.57e-11,14.753726011578808,Theory
38,0,3.02e-09,1.57e-11,12.0,Data
38,0,3.02e-09,1.57e-11,13.596511383451077,Theory
39,0,3.02e-09,1.57e-11,14.0,Data
39,0,3.02e-09,1.57e-11,12.863897685984837,Theory
40,0,3.02e-09,1.57e-11,10.0,Data
40,0,3.02e-09,1.57e-11,12.727736494136492,Theory
41,0,3.02e-09,1.57e-11,11.0,Data
41,0,3.02e-09,1.57e-11,11.297746447945608,Theory
42,0,3.02e-09,1.57e-11,15.0,Data
42,0,3.02e-09,1.57e-11,11.027719385388663,Theory
43,0,3.02e-09,1.57e-11,19.0,Data
43,0,3.02e-09,1.57e-11,11.050220232442982,Theory
44,0,3.02e-09,1.57e-11,9.0,Data
44,0,3.02e-09,1.57e-11,10.363366985350952,Theory
45,0,3.02e-09,1.57e-11,10.0,Data
45,0,3.02e-09,1.57e-11,9.41148303625163,Theory
46,0,3.02e-09,1.57e-11,13.0,Data
46,0,3.02e-09,1.57e-11,9.065500230227885,Theory
47,0,3.02e-09,1.57e-11,14.0,Data
47,0,3.02e-09,1.57e-11,8.905966906930258,Theory
48,0,3.02e-09,1.57e-11,13.0,Data
48,0,3.02e-09,1.57e-11,8.958715507083118,Theory
49,0,3.02e-09,1.57e-11,8.0,Data
49,0,3.02e-09,1.57e-11,8.12405204733934,Theory
50,0,3.02e-09,1.57e-11,6.0,Data
50,0,3.02e-09,1.57e-11,7.525714792834481,Theory
51,0,3.02e-09,1.57e-11,3.0,Data
51,0,3.02e-09,1.57e-11,8.448094990539378,Theory
52,0,3.02e-09,1.57e-11,6.0,Data
52,0,3.02e-09,1.57e-11,7.5775144295640295,Theory
53,0,3.02e-09,1.57e-11,5.0,Data
53,0,3.02e-09,1.57e-11,6.8807928212148886,Theory
54,0,3.02e-09,1.57e-11,5.0,Data
54,0,3.02e-09,1.57e-11,7.164776887456095,Theory
55,0,3.02e-09,1.57e-11,3.0,Data
55,0,3.02e-09,1.57e-11,6.787382526401346,Theory
56,0,3.02e-09,1.57e-11,9.0,Data
56,0,3.02e-09,1.57e-11,7.295133913260287,Theory
57,0,3.02e-09,1.57e-11,5.0,Data
57,0,3.02e-09,1.57e-11,6.04261706319012,Theory
58,0,3.02e-09,1.57e-11,7.0,Data
58,0,3.02e-09,1.57e-11,6.359381575313692,Theory
59,0,3.02e-09,1.57e-11,4.0,Data
59,0,3.02e-09,1.57e-11,5.429357343798055,Theory
60,0,3.02e-09,1.57e-11,5.0,Data
60,0,3.02e-09,1.57e-11,6.09369784393012,Theory
61,0,3.02e-09,1.57e-11,5.0,Data
61,0,3.02e-09,1.57e-11,6.03639425318587,Theory
62,0,3.02e-09,1.57e-11,6.0,Data
62,0,3.02e-09,1.57e-11,5.644216789967184,Theory
63,0,3.02e-09,1.57e-11,4.0,Data
63,0,3.02e-09,1.57e-11,5.519108323694985,Theory
64,0,3.02e-09,1.57e-11,4.0,Data
64,0,3.02e-09,1.57e-11,5.016866405765124,Theory
65,0,3.02e-09,1.57e-11,4.0,Data
65,0,3.02e-09,1.57e-11,5.679555805017272,Theory
66,0,3.02e-09,1.57e-11,4.0,Data
66,0,3.02e-09,1.57e-11,5.231786456196397,Theory
67,0,3.02e-09,1.57e-11,3.0,Data
67,0,3.02e-09,1.57e-11,4.549327833990885,Theory
68,0,3.02e-09,1.57e-11,6.0,Data
68,0,3.02e-09,1.57e-11,5.031182509468452,Theory
69,0,3.02e-09,1.57e-11,3.0,Data
69,0,3.02e-09,1.57e-11,4.512517548403025,Theory
70,0,3.02e-09,1.57e-11,5.0,Data
70,0,3.02e-09,1.57e-11,4.428603924070545,Theory
71,0,3.02e-09,1.57e-11,10.0,Data
71,0,3.02e-09,1.57e-11,4.652605068576542,Theory
72,0,3.02e-09,1.57e-11,8.0,Data
72,0,3.02e-09,1.57e-11,4.342659498421608,Theory
73,0,3.02e-09,1.57e-11,7.0,Data
73,0,3.02e-09,1.57e-11,4.397798308770565,Theory
74,0,3.02e-09,1.57e-11,5.0,Data
74,0,3.02e-09,1.57e-11,3.713596026603732,Theory
75,0,3.02e-09,1.57e-11,3.0,Data
75,0,3.02e-09,1.57e-11,3.8086803185578555,Theory
76,0,3.02e-09,1.57e-11,6.0,Data
76,0,3.02e-09,1.57e-11,3.702351476637297,Theory
77,0,3.02e-09,1.57e-11,2.0,Data
77,0,3.02e-09,1.57e-11,3.579349610970768,Theory
78,0,3.02e-09,1.57e-11,2.0,Data
78,0,3.02e-09,1.57e-11,3.654264372404196,Theory
79,0,3.02e-09,1.57e-11,1.0,Data
79,0,3.02e-09,1.57e-11,3.540794612728179,Theory
80,0,3.02e-09,1.57e-11,2.0,Data
80,0,3.02e-09,1.57e-11,3.7377440906219332,Theory
81,0,3.02e-09,1.57e-11,1.0,Data
81,0,3.02e-09,1.57e-11,3.3892740396932797,Theory
82,0,3.02e-09,1.57e-11,6.0,Data
82,0,3.02e-09,1.57e-11,3.504765746080151,Theory
83,0,3.02e-09,1.57e-11,4.0,Data
83,0,3.02e-09,1.57e-11,3.403641310681736,Theory
84,0,3.02e-09,1.57e-11,3.0,Data
84,0,3.02e-09,1.57e-11,3.2851528700899992,Theory
85,0,3.02e-09,1.57e-11,4.0,Data
85,0,3.02e-09,1.57e-11,3.0326491744332134,Theory
86,0,3.02e-09,1.57e-11,3.0,Data
86,0,3.02e-09,1.57e-11,2.9120843491809896,Theory
87,0,3.02e-09,1.57e-11,2.0,Data
87,0,3.02e-09,1.57e-11,2.7617433261097197,Theory
88,0,3.02e-09,1.57e-11,3.0,Data
88,0,3.02e-09,1.57e-11,2.700739949823657,Theory
89,0,3.02e-09,1.57e-11,4.0,Data
89,0,3.02e-09,1.57e-11,3.1047395156288062,Theory
90,0,3.02e-09,1.57e-11,2.0,Data
90,0,3.02e-09,1.57e-11,3.001294993544502,Theory
91,0,3.02e-09,1.57e-11,1.0,Data
91,0,3.02e-09,1.57e-11,2.466558246602857,Theory
92,0,3.02e-09,1.57e-11,1.0,Data
92,0,3.02e-09,1.57e-11,2.579894320024028,Theory
93,0,3.02e-09,1.57e-11,1.0,Data
93,0,3.02e-09,1.57e-11,2.5994318721903014,Theory
94,0,3.02e-09,1.57e-11,1.0,Data
94,0,3.02e-09,1.57e-11,2.6390195732515513,Theory
95,0,3.02e-09,1.57e-11,1.0,Data
95,0,3.02e-09,1.57e-11,2.417063998237636,Theory
96,0,3.02e-09,1.57e-11,2.0,Data
96,0,3.02e-09,1.57e-11,2.3263805276580976,Theory
97,0,3.02e-09,1.57e-11,4.0,Data
97,0,3.02e-09,1.57e-11,2.2067722331674653,Theory
98,0,3.02e-09,1.57e-11,1.0,Data
98,0,3.02e-09,1.57e-11,2.7231186066469983,Theory
99,0,3.02e-09,1.57e-11,3.0,Data
99,0,3.02e-09,1.57e-11,2.3293274179734285,Theory
100,0,3.02e-09,1.57e-11,4.0,Data
100,0,3.02e-09,1.57e-11,2.4634188183008074,Theory
101,0,3.02e-09,1.57e-11,3.0,Data
101,0,3.02e-09,1.57e-11,2.3820091860201287,Theory
102,0,3.02e-09,1.57e-11,1.0,Data
102,0,3.02e-09,1.57e-11,2.1482982026776187,Theory
103,0,3.02e-09,1.57e-11,1.0,Data
103,0,3.02e-09,1.57e-11,1.9938635365985575,Theory
104,0,3.02e-09,1.57e-11,1.0,Data
104,0,3.02e-09,1.57e-11,2.1705230411975416,Theory
105,0,3.02e-09,1.57e-11,2.0,Data
105,0,3.02e-09,1.57e-11,2.151447050305751,Theory
106,0,3.02e-09,1.57e-11,1.0,Data
106,0,3.02e-09,1.57e-11,2.2494004195637327,Theory
107,0,3.02e-09,1.57e-11,0.0,Data
107,0,3.02e-09,1.57e-11,1.875931932095176,Theory
108,0,3.02e-09,1.57e-11,0.0,Data
108,0,3.02e-09,1.57e-11,1.9440754424194127,Theory
109,0,3.02e-09,1.57e-11,4.0,Data
109,0,3.02e-09,1.57e-11,1.7831287946737522,Theory
110,0,3.02e-09,1.57e-11,2.0,Data
110,0,3.02e-09,1.57e-11,1.9835628096500173,Theory
111,0,3.02e-09,1.57e-11,0.0,Data
111,0,3.02e-09,1.57e-11,2.0744507438355018,Theory
112,0,3.02e-09,1.57e-11,3.0,Data
112,0,3.02e-09,1.57e-11,1.8263771416589405,Theory
113,0,3.02e-09,1.57e-11,2.0,Data
113,0,3.02e-09,1.57e-11,1.7169742621409412,Theory
114,0,3.02e-09,1.57e-11,3.0,Data
114,0,3.02e-09,1.57e-11,1.8175762806343485,Theory
115,0,3.02e-09,1.57e-11,2.0,Data
115,0,3.02e-09,1.57e-11,2.0245298288710556,Theory
116,0,3.02e-09,1.57e-11,0.0,Data
116,0,3.02e-09,1.57e-11,1.7160172886418112,Theory
117,0,3.02e-09,1.57e-11,2.0,Data
117,0,3.02e-09,1.57e-11,1.649831364843202,Theory
118,0,3.02e-09,1.57e-11,3.0,Data
118,0,3.02e-09,1.57e-11,1.8685926258364112,Theory
119,0,3.02e-09,1.57e-11,3.0,Data
119,0,3.02e-09,1.57e-11,1.3458748264680775,Theory
120,0,3.02e-09,1.57e-11,1.0,Data
120,0,3.02e-09,1.57e-11,1.7063031794025254,Theory
121,0,3.02e-09,1.57e-11,0.0,Data
121,0,3.02e-09,1.57e-11,1.6737371011297937,Theory
122,0,3.02e-09,1.57e-11,1.0,Data
122,0,3.02e-09,1.57e-11,1.6980771680544362,Theory
123,0,3.02e-09,1.57e-11,1.0,Data
123,0,3.02e-09,1.57e-11,1.4889752874601394,Theory
124,0,3.02e-09,1.57e-11,2.0,Data
124,0,3.02e-09,1.57e-11,1.7531001810885611,Theory
125,0,3.02e-09,1.57e-11,4.0,Data
125,0,3.02e-09,1.57e-11,1.2861219798324077,Theory
126,0,3.02e-09,1.57e-11,0.0,Data
126,0,3.02e-09,1.57e-11,1.6241231429598009,Theory
127,0,3.02e-09,1.57e-11,2.0,Data
127,0,3.02e-09,1.57e-11,1.5432619069059088,Theory
128,0,3.02e-09,1.57e-11,2.0,Data
128,0,3.02e-09,1.57e-11,1.2257931321156426,Theory
129,0,3.02e-09,1.57e-11,0.0,Data
129,0,3.02e-09,1.57e-11,1.2151893677276202,Theory
130,0,3.02e-09,1.57e-11,2.0,Data
130,0,3.02e-09,1.57e-11,1.4945796030692233,Theory
131,0,3.02e-09,1.57e-11,2.0,Data
131,0,3.02e-09,1.57e-11,1.456942415798993,Theory
132,0,3.02e-09,1.57e-11,2.0,Data
132,0,3.02e-09,1.57e-11,1.6314590310752684,Theory
133,0,3.02e-09,1.57e-11,3.0,Data
133,0,3.02e-09,1.57e-11,1.4465295410556829,Theory
134,0,3.02e-09,1.57e-11,4.0,Data
134,0,3.02e-09,1.57e-11,1.273748640862516,Theory
135,0,3.02e-09,1.57e-11,1.0,Data
135,0,3.02e-09,1.57e-11,1.3027321481119538,Theory
136,0,3.02e-09,1.57e-11,2.0,Data
136,0,3.02e-09,1.57e-11,1.0153915143937282,Theory
137,0,3.02e-09,1.57e-11,2.0,Data
137,0,3.02e-09,1.57e-11,1.4002833301225517,Theory
138,0,3.02e-09,1.57e-11,1.0,Data
138,0,3.02e-09,1.57e-11,1.2436935608813944,Theory
139,0,3.02e-09,1.57e-11,0.0,Data
139,0,3.02e-09,1.57e-11,1.1960708695138438,Theory
140,0,3.02e-09,1.57e-11,1.0,Data
140,0,3.02e-09,1.57e-11,1.103797121371031,Theory
141,0,3.02e-09,1.57e-11,0.0,Data
141,0,3.02e-09,1.57e-11,0.9855852728621259,Theory
142,0,3.02e-09,1.57e-11,1.0,Data
142,0,3.02e-09,1.57e-11,0.8730603853224466,Theory
143,0,3.02e-09,1.57e-11,3.0,Data
143,0,3.02e-09,1.57e-11,1.1615273616561004,Theory
144,0,3.02e-09,1.57e-11,0.0,Data
144,0,3.02e-09,1.57e-11,1.2532746460005044,Theory
145,0,3.02e-09,1.57e-11,1.0,Data
145,0,3.02e-09,1.57e-11,1.1659574182536072,Theory
146,0,3.02e-09,1.57e-11,3.0,Data
146,0,3.02e-09,1.57e-11,1.1226985575183288,Theory
147,0,3.02e-09,1.57e-11,1.0,Data
147,0,3.02e-09,1.57e-11,0.9621241458772074,Theory
148,0,3.02e-09,1.57e-11,0.0,Data
148,0,3.02e-09,1.57e-11,1.2239235015996013,Theory
149,0,3.02e-09,1.57e-11,1.0,Data
149,0,3.02e-09,1.57e-11,1.228931392736692,Theory
150,0,3.02e-09,1.57e-11,2.0,Data
150,0,3.02e-09,1.57e-11,1.0192687244238074,Theory
151,0,3.02e-09,1.57e-11,2.0,Data
151,0,3.02e-09,1.57e-11,1.191229759545404,Theory
152,0,3.02e-09,1.57e-11,0.0,Data
152,0,3.02e-09,1.57e-11,1.0332709702984133,Theory
153,0,3.02e-09,1.57e-11,1.0,Data
153,0,3.02e-09,1.57e-11,1.1693191501185356,Theory
154,0,3.02e-09,1.57e-11,1.0,Data
154,0,3.02e-09,1.57e-11,1.0623317053584957,Theory
155,0,3.02e-09,1.57e-11,1.0,Data
155,0,3.02e-09,1.57e-11,1.0012130770564354,Theory
156,0,3.02e-09,1.57e-11,1.0,Data
156,0,3.02e-09,1.57e-11,0.7926182386168616,Theory
157,0,3.02e-09,1.57e-11,0.0,Data
157,0,3.02e-09,1.57e-11,1.0536338341135638,Theory
158,0,3.02e-09,1.57e-11,0.0,Data
158,0,3.02e-09,1.57e-11,1.0928390158721855,Theory
159,0,3.02e-09,1.57e-11,0.0,Data
159,0,3.02e-09,1.57e-11,0.9755979148864256,Theory
160,0,3.02e-09,1.57e-11,1.0,Data
160,0,3.02e-09,1.57e-11,0.8161999260318189,Theory
161,0,3.02e-09,1.57e-11,0.0,Data
161,0,3.02e-09,1.57e-11,0.8720394054743085,Theory
162,0,3.02e-09,1.57e-11,0.0,Data
162,0,3.02e-09,1.57e-11,1.0384349268285802,Theory
163,0,3.02e-09,1.57e-11,3.0,Data
163,0,3.02e-09,1.57e-11,0.9096859905624423,Theory
164,0,3.02e-09,1.57e-11,2.0,Data
164,0,3.02e-09,1.57e-11,0.9550981414953726,Theory
165,0,3.02e-09,1.57e-11,0.0,Data
165,0,3.02e-09,1.57e-11,0.9352980314346485,Theory
166,0,3.02e-09,1.57e-11,2.0,Data
166,0,3.02e-09,1.57e-11,0.8684927803056347,Theory
167,0,3.02e-09,1.57e-11,1.0,Data
167,0,3.02e-09,1.57e-11,0.8814870567480623,Theory
168,0,3.02e-09,1.57e-11,0.0,Data
168,0,3.02e-09,1.57e-11,0.9829051944175989,Theory
169,0,3.02e-09,1.57e-11,1.0,Data
169,0,3.02e-09,1.57e-11,0.8132685171655316,Theory
170,0,3.02e-09,1.57e-11,2.0,Data
170,0,3.02e-09,1.57e-11,0.8563491535844773,Theory
171,0,3.02e-09,1.57e-11,0.0,Data
171,0,3.02e-09,1.57e-11,0.8385189294395132,Theory
172,0,3.02e-09,1.57e-11,2.0,Data
172,0,3.02e-09,1.57e-11,0.7109403965833029,Theory
173,0,3.02e-09,1.57e-11,1.0,Data
173,0,3.02e-09,1.57e-11,0.8241299141794547,Theory
174,0,3.02e-09,1.57e-11,2.0,Data
174,0,3.02e-09,1.57e-11,0.7959592722717865,Theory
175,0,3.02e-09,1.57e-11,3.0,Data
175,0,3.02e-09,1.57e-11,0.9972892800713342,Theory
176,0,3.02e-09,1.57e-11,0.0,Data
176,0,3.02e-09,1.57e-11,0.8053924159245451,Theory
177,0,3.02e-09,1.57e-11,0.0,Data
177,0,3.02e-09,1.57e-11,0.6774345210145499,Theory
178,0,3.02e-09,1.57e-11,0.0,Data
178,0,3.02e-09,1.57e-11,0.7719695073119703,Theory
179,0,3.02e-09,1.57e-11,1.0,Data
179,0,3.02e-09,1.57e-11,0.794585002324721,Theory
180,0,3.02e-09,1.57e-11,0.0,Data
180,0,3.02e-09,1.57e-11,0.7987716898177784,Theory
181,0,3.02e-09,1.57e-11,0.0,Data
181,0,3.02e-09,1.57e-11,0.7909915302526206,Theory
182,0,3.02e-09,1.57e-11,0.0,Data
182,0,3.02e-09,1.57e-11,0.7653086253054779,Theory
183,0,3.02e-09,1.57e-11,2.0,Data
183,0,3.02e-09,1.57e-11,0.7414594680445342,Theory
184,0,3.02e-09,1.57e-11,1.0,Data
184,0,3.02e-09,1.57e-11,0.7059971678617177,Theory
185,0,3.02e-09,1.57e-11,1.0,Data
185,0,3.02e-09,1.57e-11,0.7344498179349176,Theory
186,0,3.02e-09,1.57e-11,0.0,Data
186,0,3.02e-09,1.57e-11,0.6027355398290777,Theory
187,0,3.02e-09,1.57e-11,0.0,Data
187,0,3.02e-09,1.57e-11,0.8878030947979533,Theory
188,0,3.02e-09,1.57e-11,0.0,Data
188,0,3.02e-09,1.57e-11,0.7232939173355365,Theory
189,0,3.02e-09,1.57e-11,0.0,Data
189,0,3.02e-09,1.57e-11,0.7346349035287509,Theory
190,0,3.02e-09,1.57e-11,1.0,Data
190,0,3.02e-09,1.57e-11,0.7952128717780638,Theory
191,0,3.02e-09,1.57e-11,1.0,Data
191,0,3.02e-09,1.57e-11,0.6321347901966481,Theory
192,0,3.02e-09,1.57e-11,0.0,Data
192,0,3.02e-09,1.57e-11,0.7292617353740704,Theory
193,0,3.02e-09,1.57e-11,2.0,Data
193,0,3.02e-09,1.57e-11,0.574196566085996,Theory
194,0,3.02e-09,1.57e-11,0.0,Data
194,0,3.02e-09,1.57e-11,0.7473449627150073,Theory
195,0,3.02e-09,1.57e-11,1.0,Data
195,0,3.02e-09,1.57e-11,0.48729637200192694,Theory
196,0,3.02e-09,1.57e-11,0.0,Data
196,0,3.02e-09,1.57e-11,0.6495291723688683,Theory
197,0,3.02e-09,1.57e-11,0.0,Data
197,0,3.02e-09,1.57e-11,0.6363427542283455,Theory
198,0,3.02e-09,1.57e-11,0.0,Data
198,0,3.02e-09,1.57e-11,0.6789100877238892,Theory
199,0,3.02e-09,1.57e-11,0.0,Data
199,0,3.02e-09,1.57e-11,0.46245191231317456,Theory
200,0,3.02e-09,1.57e-11,2.0,Data
200,0,3.02e-09,1.57e-11,0.6284819078659449,Theory
0,0,2.72e-09,3.43e-12,177597.0,Data
0,0,2.72e-09,3.43e-12,177550.67622225545,Theory
1,0,2.72e-09,3.43e-12,10773.0,Data
1,0,2.72e-09,3.43e-12,10621.177927433431,Theory
2,0,2.72e-09,3.43e-12,2723.0,Data
2,0,2.72e-09,3.43e-12,2675.5529245848797,Theory
3,0,2.72e-09,3.43e-12,1288.0,Data
3,0,2.72e-09,3.43e-12,1293.0971056179499,Theory
4,0,2.72e-09,3.43e-12,740.0,Data
4,0,2.72e-09,3.43e-12,783.9549775529623,Theory
5,0,2.72e-09,3.43e-12,545.0,Data
5,0,2.72e-09,3.43e-12,540.8154215863148,Theory
6,0,2.72e-09,3.43e-12,435.0,Data
6,0,2.72e-09,3.43e-12,394.8350798548285,Theory
7,0,2.72e-09,3.43e-12,283.0,Data
7,0,2.72e-09,3.43e-12,306.06654321600803,Theory
8,0,2.72e-09,3.43e-12,262.0,Data
8,0,2.72e-09,3.43e-12,247.71587656324536,Theory
9,0,2.72e-09,3.43e-12,208.0,Data
9,0,2.72e-09,3.43e-12,203.43184989193094,Theory
10,0,2.72e-09,3.43e-12,148.0,Data
10,0,2.72e-09,3.43e-12,170.6033234746866,Theory
11,0,2.72e-09,3.43e-12,157.0,Data
11,0,2.72e-09,3.43e-12,143.81713696089656,Theory
12,0,2.72e-09,3.43e-12,106.0,Data
12,0,2.72e-09,3.43e-12,122.68138917628679,Theory
13,0,2.72e-09,3.43e-12,91.0,Data
13,0,2.72e-09,3.43e-12,109.31716184746053,Theory
14,0,2.72e-09,3.43e-12,89.0,Data
14,0,2.72e-09,3.43e-12,95.80054673669115,Theory
15,0,2.72e-09,3.43e-12,89.0,Data
15,0,2.72e-09,3.43e-12,85.2168184243,Theory
16,0,2.72e-09,3.43e-12,64.0,Data
16,0,2.72e-09,3.43e-12,76.78055886678817,Theory
17,0,2.72e-09,3.43e-12,62.0,Data
17,0,2.72e-09,3.43e-12,67.95157163000374,Theory
18,0,2.72e-09,3.43e-12,63.0,Data
18,0,2.72e-09,3.43e-12,63.071494386453416,Theory
19,0,2.72e-09,3.43e-12,57.0,Data
19,0,2.72e-09,3.43e-12,57.02163479577386,Theory
20,0,2.72e-09,3.43e-12,43.0,Data
20,0,2.72e-09,3.43e-12,52.24787168882417,Theory
21,0,2.72e-09,3.43e-12,34.0,Data
21,0,2.72e-09,3.43e-12,47.85268848257044,Theory
22,0,2.72e-09,3.43e-12,31.0,Data
22,0,2.72e-09,3.43e-12,43.9720230973394,Theory
23,0,2.72e-09,3.43e-12,41.0,Data
23,0,2.72e-09,3.43e-12,41.09385563051124,Theory
24,0,2.72e-09,3.43e-12,35.0,Data
24,0,2.72e-09,3.43e-12,38.02938148966272,Theory
25,0,2.72e-09,3.43e-12,29.0,Data
25,0,2.72e-09,3.43e-12,35.04715098716246,Theory
26,0,2.72e-09,3.43e-12,24.0,Data
26,0,2.72e-09,3.43e-12,32.645777527225775,Theory
27,0,2.72e-09,3.43e-12,26.0,Data
27,0,2.72e-09,3.43e-12,30.65458090231054,Theory
28,0,2.72e-09,3.43e-12,17.0,Data
28,0,2.72e-09,3.43e-12,29.317664068207147,Theory
29,0,2.72e-09,3.43e-12,23.0,Data
29,0,2.72e-09,3.43e-12,26.756283408250116,Theory
30,0,2.72e-09,3.43e-12,21.0,Data
30,0,2.72e-09,3.43e-12,24.448676166766447,Theory
31,0,2.72e-09,3.43e-12,28.0,Data
31,0,2.72e-09,3.43e-12,23.76930198227253,Theory
32,0,2.72e-09,3.43e-12,18.0,Data
32,0,2.72e-09,3.43e-12,23.06522567501213,Theory
33,0,2.72e-09,3.43e-12,22.0,Data
33,0,2.72e-09,3.43e-12,21.72784322058194,Theory
34,0,2.72e-09,3.43e-12,17.0,Data
34,0,2.72e-09,3.43e-12,20.64157936255014,Theory
35,0,2.72e-09,3.43e-12,26.0,Data
35,0,2.72e-09,3.43e-12,18.307526850096817,Theory
36,0,2.72e-09,3.43e-12,11.0,Data
36,0,2.72e-09,3.43e-12,18.813650190596295,Theory
37,0,2.72e-09,3.43e-12,9.0,Data
37,0,2.72e-09,3.43e-12,18.107321884977516,Theory
38,0,2.72e-09,3.43e-12,22.0,Data
38,0,2.72e-09,3.43e-12,16.67770204696016,Theory
39,0,2.72e-09,3.43e-12,14.0,Data
39,0,2.72e-09,3.43e-12,15.780489566799728,Theory
40,0,2.72e-09,3.43e-12,13.0,Data
40,0,2.72e-09,3.43e-12,15.621686902508268,Theory
41,0,2.72e-09,3.43e-12,14.0,Data
41,0,2.72e-09,3.43e-12,13.850445555354135,Theory
42,0,2.72e-09,3.43e-12,16.0,Data
42,0,2.72e-09,3.43e-12,13.529503718875013,Theory
43,0,2.72e-09,3.43e-12,13.0,Data
43,0,2.72e-09,3.43e-12,13.564153101810989,Theory
44,0,2.72e-09,3.43e-12,11.0,Data
44,0,2.72e-09,3.43e-12,12.71392233353425,Theory
45,0,2.72e-09,3.43e-12,8.0,Data
45,0,2.72e-09,3.43e-12,11.539182999178589,Theory
46,0,2.72e-09,3.43e-12,6.0,Data
46,0,2.72e-09,3.43e-12,11.119958534084514,Theory
47,0,2.72e-09,3.43e-12,15.0,Data
47,0,2.72e-09,3.43e-12,10.92809655655187,Theory
48,0,2.72e-09,3.43e-12,16.0,Data
48,0,2.72e-09,3.43e-12,10.997670331490282,Theory
49,0,2.72e-09,3.43e-12,14.0,Data
49,0,2.72e-09,3.43e-12,9.962510351480114,Theory
50,0,2.72e-09,3.43e-12,13.0,Data
50,0,2.72e-09,3.43e-12,9.227464920092759,Theory
51,0,2.72e-09,3.43e-12,9.0,Data
51,0,2.72e-09,3.43e-12,10.380702718943146,Theory
52,0,2.72e-09,3.43e-12,10.0,Data
52,0,2.72e-09,3.43e-12,9.294351493200297,Theory
53,0,2.72e-09,3.43e-12,6.0,Data
53,0,2.72e-09,3.43e-12,8.436018206235676,Theory
54,0,2.72e-09,3.43e-12,11.0,Data
54,0,2.72e-09,3.43e-12,8.796437342003795,Theory
55,0,2.72e-09,3.43e-12,8.0,Data
55,0,2.72e-09,3.43e-12,8.327740878380466,Theory
56,0,2.72e-09,3.43e-12,8.0,Data
56,0,2.72e-09,3.43e-12,8.962505433835194,Theory
57,0,2.72e-09,3.43e-12,6.0,Data
57,0,2.72e-09,3.43e-12,7.403932437314511,Theory
58,0,2.72e-09,3.43e-12,5.0,Data
